metric_family,provider,model,round_index,panel_id,item_id,item_number,human_top1_probability,consensus_bucket,prompt_language,jsd,tvd,top1_match,flip_rate,spearman,successful_samples,expected_samples,completion_rate,en_successful_samples,zh_successful_samples
cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_01,1,0.9,high,en_vs_zh,0.0,0.0,1,0.0,,50,50,1.0,50.0,50.0
cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_02,2,0.3,low,en_vs_zh,0.0,0.0,1,0.0,,50,50,1.0,80.0,50.0
cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_03,3,0.36,medium,en_vs_zh,0.01007286462500093,0.02000000000000001,1,0.0,,50,50,1.0,80.0,50.0
cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_04,4,0.24,low,en_vs_zh,1.0,1.0,0,1.0,-0.888888888888889,50,50,1.0,80.0,50.0
cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_05,5,0.64,medium,en_vs_zh,0.03066939825433814,0.060000000000000026,1,0.0,,50,50,1.0,50.0,50.0
cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_06,6,0.44,medium,en_vs_zh,0.0,0.0,1,0.0,,50,50,1.0,50.0,50.0
cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_07,7,0.28,low,en_vs_zh,0.0,0.0,1,0.0,,50,50,1.0,50.0,50.0
cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_08,8,0.33,low,en_vs_zh,0.9289911704818996,0.98,0,1.0,-0.8660254037844387,50,50,1.0,50.0,50.0
cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_09,9,0.48,medium,en_vs_zh,0.0,0.0,1,0.0,,50,50,1.0,50.0,50.0
cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_10,10,0.92,high,en_vs_zh,0.0,0.0,1,0.0,,50,50,1.0,50.0,50.0
