scope,metric_family,provider,model,round_index,panel_id,item_id,prompt_language,metric,ci_low,ci_high
aggregate,cross_lingual,openai,glm-4-airx,1,study2_british_within,,en_vs_zh,jsd,0.045717552733518935,0.2552632112570114
aggregate,cross_lingual,openai,glm-4-airx,1,study2_british_within,,en_vs_zh,tvd,0.08800000000000001,0.36666666666666664
aggregate,cross_lingual,openai,glm-4-airx,1,study2_british_within,,en_vs_zh,top1_match,0.6,1.0
aggregate,cross_lingual,openai,glm-4-airx,1,study2_british_within,,en_vs_zh,flip_rate,0.0,0.4
aggregate,cross_lingual,openai,glm-4-airx,2,study2_british_within,,en_vs_zh,jsd,0.21409496135351613,0.4934226057601447
aggregate,cross_lingual,openai,glm-4-airx,2,study2_british_within,,en_vs_zh,tvd,0.5,0.6999999999999998
aggregate,cross_lingual,openai,glm-4-airx,2,study2_british_within,,en_vs_zh,top1_match,0.0,0.0
aggregate,cross_lingual,openai,glm-4-airx,2,study2_british_within,,en_vs_zh,flip_rate,1.0,1.0
aggregate,human_alignment,openai,glm-4-airx,1,study2_british_within,,en,jsd,0.2402999935573206,0.4540839548559569
aggregate,human_alignment,openai,glm-4-airx,1,study2_british_within,,en,tvd,0.3506666666666666,0.6000166666666666
aggregate,human_alignment,openai,glm-4-airx,1,study2_british_within,,en,top1_match,0.4666666666666667,0.9333333333333333
aggregate,human_alignment,openai,glm-4-airx,1,study2_british_within,,zh,jsd,0.23377386335894268,0.42377779138127025
aggregate,human_alignment,openai,glm-4-airx,1,study2_british_within,,zh,tvd,0.35061666666666663,0.5966666666666666
aggregate,human_alignment,openai,glm-4-airx,1,study2_british_within,,zh,top1_match,0.6,1.0
aggregate,human_alignment,openai,glm-4-airx,2,study2_british_within,,en,jsd,0.36020237597006366,0.6241770973729572
aggregate,human_alignment,openai,glm-4-airx,2,study2_british_within,,en,tvd,0.55,0.7799999999999999
aggregate,human_alignment,openai,glm-4-airx,2,study2_british_within,,en,top1_match,0.0,0.0
aggregate,human_alignment,openai,glm-4-airx,2,study2_british_within,,zh,jsd,0.4361713913871618,0.6787881102649855
aggregate,human_alignment,openai,glm-4-airx,2,study2_british_within,,zh,tvd,0.63,0.85
aggregate,human_alignment,openai,glm-4-airx,2,study2_british_within,,zh,top1_match,0.0,1.0
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_01,en_vs_zh,jsd,0.0,0.0
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_01,en_vs_zh,tvd,0.0,0.0
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_02,en_vs_zh,jsd,1.0,1.0
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_02,en_vs_zh,tvd,1.0,1.0
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_02,en_vs_zh,spearman,-0.8603090020146066,-0.6546536707079772
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_03,en_vs_zh,jsd,0.5333618752866024,0.8076050343137162
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_03,en_vs_zh,tvd,0.72,0.92
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_03,en_vs_zh,spearman,-0.5247126587505381,0.031215309009965976
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_04,en_vs_zh,jsd,0.5880226528045898,0.8861908799264345
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_04,en_vs_zh,tvd,0.78,0.96
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_04,en_vs_zh,spearman,-0.8660254037844387,-0.5
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_05,en_vs_zh,jsd,0.035571340890265424,0.2598429260113385
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_05,en_vs_zh,tvd,0.22000000000000003,0.5800000000000001
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_06,en_vs_zh,jsd,0.06554908469412772,0.21964518035806574
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_06,en_vs_zh,tvd,0.13999999999999999,0.44
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_06,en_vs_zh,spearman,0.7824967451805591,0.9486832980505139
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_07,en_vs_zh,jsd,0.0,0.0
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_07,en_vs_zh,tvd,0.0,0.0
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_08,en_vs_zh,jsd,0.05305303679142698,0.20188035011532965
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_08,en_vs_zh,tvd,0.12,0.42000000000000004
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_08,en_vs_zh,spearman,0.5,1.0
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_09,en_vs_zh,jsd,0.4525170202932125,0.7582766571931676
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_09,en_vs_zh,tvd,0.6599999999999999,0.9
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_09,en_vs_zh,spearman,-0.8660254037844387,0.0
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_10,en_vs_zh,jsd,0.0,0.0
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_10,en_vs_zh,tvd,0.0,0.0
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_11,en_vs_zh,jsd,0.0,0.0
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_11,en_vs_zh,tvd,0.0,0.0
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_12,en_vs_zh,jsd,0.04120259398127841,0.14406499878168008
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_12,en_vs_zh,tvd,0.07999999999999999,0.26
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_13,en_vs_zh,jsd,0.3686019595138421,0.7379311085363349
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_13,en_vs_zh,tvd,0.66,0.9
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_13,en_vs_zh,spearman,-0.39999999999999997,0.6842105263157895
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_14,en_vs_zh,jsd,0.0,0.0
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_14,en_vs_zh,tvd,0.0,0.0
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_15,en_vs_zh,jsd,0.0,0.09643129419996313
item,cross_lingual,openai,glm-4-airx,1,study2_british_within,study2_item_15,en_vs_zh,tvd,0.0,0.19999999999999996
item,cross_lingual,openai,glm-4-airx,2,study2_british_within,study2_item_03,en_vs_zh,jsd,0.2683833545716247,1.0
item,cross_lingual,openai,glm-4-airx,2,study2_british_within,study2_item_03,en_vs_zh,tvd,0.4,1.0
item,cross_lingual,openai,glm-4-airx,2,study2_british_within,study2_item_03,en_vs_zh,spearman,-0.8853648783083365,0.45498737373737325
item,cross_lingual,openai,glm-4-airx,2,study2_british_within,study2_item_04,en_vs_zh,jsd,0.014260714651129302,0.6099865470109875
item,cross_lingual,openai,glm-4-airx,2,study2_british_within,study2_item_04,en_vs_zh,tvd,0.10000000000000003,0.8
item,cross_lingual,openai,glm-4-airx,2,study2_british_within,study2_item_05,en_vs_zh,jsd,0.23645279766002797,0.7582766571931676
item,cross_lingual,openai,glm-4-airx,2,study2_british_within,study2_item_05,en_vs_zh,tvd,0.4,0.9
item,human_alignment,openai,glm-4-airx,1,study2_british_within,study2_item_01,en,jsd,0.051899160321315516,0.051899160321315516
item,human_alignment,openai,glm-4-airx,1,study2_british_within,study2_item_01,en,tvd,0.09999999999999999,0.09999999999999999
item,human_alignment,openai,glm-4-airx,1,study2_british_within,study2_item_01,en,spearman,0.75,0.75
item,human_alignment,openai,glm-4-airx,1,study2_british_within,study2_item_01,zh,jsd,0.051899160321315516,0.051899160321315516
