scope,metric_family,provider,model,round_index,panel_id,item_id,prompt_language,metric,ci_low,ci_high
aggregate,cross_lingual,openai,glm-4-flashx-250414,1,study2_british_within,,en_vs_zh,jsd,0.10171664666718853,0.3453795357988978
aggregate,cross_lingual,openai,glm-4-flashx-250414,1,study2_british_within,,en_vs_zh,tvd,0.1839666666666667,0.46270000000000006
aggregate,cross_lingual,openai,glm-4-flashx-250414,1,study2_british_within,,en_vs_zh,top1_match,0.6,1.0
aggregate,cross_lingual,openai,glm-4-flashx-250414,1,study2_british_within,,en_vs_zh,flip_rate,0.0,0.4
aggregate,cross_lingual,openai,glm-4-flashx-250414,2,study2_british_within,,en_vs_zh,jsd,0.6099865470109875,1.0
aggregate,cross_lingual,openai,glm-4-flashx-250414,2,study2_british_within,,en_vs_zh,tvd,0.8000000000000002,1.0
aggregate,cross_lingual,openai,glm-4-flashx-250414,2,study2_british_within,,en_vs_zh,top1_match,0.0,0.0
aggregate,cross_lingual,openai,glm-4-flashx-250414,2,study2_british_within,,en_vs_zh,flip_rate,1.0,1.0
aggregate,human_alignment,openai,glm-4-flashx-250414,1,study2_british_within,,en,jsd,0.2636635578858763,0.5489001549632618
aggregate,human_alignment,openai,glm-4-flashx-250414,1,study2_british_within,,en,tvd,0.37661666666666666,0.6926833333333333
aggregate,human_alignment,openai,glm-4-flashx-250414,1,study2_british_within,,en,top1_match,0.4666666666666667,0.9333333333333333
aggregate,human_alignment,openai,glm-4-flashx-250414,1,study2_british_within,,zh,jsd,0.2660355263411473,0.5191136094610894
aggregate,human_alignment,openai,glm-4-flashx-250414,1,study2_british_within,,zh,tvd,0.38398333333333334,0.6553333333333332
aggregate,human_alignment,openai,glm-4-flashx-250414,1,study2_british_within,,zh,top1_match,0.5333333333333333,0.9333333333333333
aggregate,human_alignment,openai,glm-4-flashx-250414,2,study2_british_within,,en,jsd,0.3359401893405844,0.9609986547010987
aggregate,human_alignment,openai,glm-4-flashx-250414,2,study2_british_within,,en,tvd,0.53,0.98
aggregate,human_alignment,openai,glm-4-flashx-250414,2,study2_british_within,,en,top1_match,0.0,1.0
aggregate,human_alignment,openai,glm-4-flashx-250414,2,study2_british_within,,zh,jsd,0.2653737423509377,1.0
aggregate,human_alignment,openai,glm-4-flashx-250414,2,study2_british_within,,zh,tvd,0.44,1.0
