scope,metric_family,provider,model,round_index,panel_id,item_id,prompt_language,metric,ci_low,ci_high
aggregate,cross_lingual,anthropic,claude-opus-4-6,2,study2_british_within,,en_vs_zh,jsd,0.0,0.051899160321315516
aggregate,cross_lingual,anthropic,claude-opus-4-6,2,study2_british_within,,en_vs_zh,tvd,0.0,0.09999999999999999
aggregate,cross_lingual,anthropic,claude-opus-4-6,2,study2_british_within,,en_vs_zh,top1_match,1.0,1.0
aggregate,cross_lingual,anthropic,claude-opus-4-6,2,study2_british_within,,en_vs_zh,flip_rate,0.0,0.0
aggregate,cross_lingual,gemini,gemini-2.5-flash,1,study2_british_within,,en_vs_zh,jsd,0.02612290229409104,0.15434182235056845
aggregate,cross_lingual,gemini,gemini-2.5-flash,1,study2_british_within,,en_vs_zh,tvd,0.06019154686815744,0.2904698088172467
aggregate,cross_lingual,gemini,gemini-2.5-flash,1,study2_british_within,,en_vs_zh,top1_match,0.6,1.0
aggregate,cross_lingual,gemini,gemini-2.5-flash,1,study2_british_within,,en_vs_zh,flip_rate,0.0,0.4
aggregate,human_alignment,anthropic,claude-opus-4-6,2,study2_british_within,,en,jsd,0.2653737423509377,0.7175985799480668
aggregate,human_alignment,anthropic,claude-opus-4-6,2,study2_british_within,,en,tvd,0.44,0.87
aggregate,human_alignment,anthropic,claude-opus-4-6,2,study2_british_within,,en,top1_match,0.0,1.0
aggregate,human_alignment,anthropic,claude-opus-4-6,2,study2_british_within,,zh,jsd,0.16107696843389682,0.49342260576014474
aggregate,human_alignment,anthropic,claude-opus-4-6,2,study2_british_within,,zh,tvd,0.33999999999999997,0.7
aggregate,human_alignment,anthropic,claude-opus-4-6,2,study2_british_within,,zh,top1_match,1.0,1.0
aggregate,human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,,en,jsd,0.18788493436841983,0.33806669953296137
aggregate,human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,,en,tvd,0.31693979591836735,0.5265843537414965
aggregate,human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,,en,top1_match,0.6,1.0
aggregate,human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,,zh,jsd,0.1894605531095497,0.3316550788777056
aggregate,human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,,zh,tvd,0.3111915374677003,0.511140180878553
aggregate,human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,,zh,top1_match,0.5333333333333333,0.9333333333333333
item,cross_lingual,anthropic,claude-opus-4-6,2,study2_british_within,study2_item_11,en_vs_zh,jsd,0.0,0.16919485510105411
item,cross_lingual,anthropic,claude-opus-4-6,2,study2_british_within,study2_item_11,en_vs_zh,tvd,0.0,0.30000000000000004
item,cross_lingual,anthropic,claude-opus-4-6,2,study2_british_within,study2_item_12,en_vs_zh,jsd,0.0,0.0
item,cross_lingual,anthropic,claude-opus-4-6,2,study2_british_within,study2_item_12,en_vs_zh,tvd,0.0,0.0
item,cross_lingual,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_01,en_vs_zh,jsd,0.0,0.0
