metric_family,provider,model,round_index,panel_id,item_id,item_number,human_top1_probability,consensus_bucket,prompt_language,jsd,tvd,top1_match,flip_rate,spearman,successful_samples,expected_samples,completion_rate,en_successful_samples,zh_successful_samples
cross_lingual,anthropic,claude-opus-4-6,2,study2_british_within,study2_item_04,4,0.24,low,en_vs_zh,0.051899160321315516,0.09999999999999999,1,0.0,,10,10,1.0,10.0,10.0
cross_lingual,anthropic,claude-opus-4-6,2,study2_british_within,study2_item_09,9,0.48,medium,en_vs_zh,0.0,0.0,1,0.0,,10,10,1.0,10.0,10.0
cross_lingual,anthropic,claude-opus-4-6,2,study2_british_within,study2_item_11,11,0.56,medium,en_vs_zh,0.10803154614560012,0.19999999999999998,1,0.0,,10,10,1.0,10.0,10.0
cross_lingual,openai,qwen3.5-plus,1,study2_british_within,study2_item_01,1,0.9,high,en_vs_zh,0.0,0.0,1,0.0,,50,30,1.6666666666666667,50.0,50.0
cross_lingual,openai,qwen3.5-plus,1,study2_british_within,study2_item_02,2,0.3,low,en_vs_zh,0.020294448000613266,0.04000000000000002,1,0.0,,50,30,1.6666666666666667,50.0,50.0
cross_lingual,openai,qwen3.5-plus,1,study2_british_within,study2_item_03,3,0.36,medium,en_vs_zh,0.471354195546718,0.62,0,1.0,-0.09435641951204965,50,30,1.6666666666666667,50.0,50.0
cross_lingual,openai,qwen3.5-plus,1,study2_british_within,study2_item_04,4,0.24,low,en_vs_zh,1.0,1.0,0,1.0,-0.8660254037844387,50,30,1.6666666666666667,50.0,50.0
cross_lingual,openai,qwen3.5-plus,1,study2_british_within,study2_item_05,5,0.64,medium,en_vs_zh,0.07842305352954071,0.24000000000000002,1,0.0,1.0,50,30,1.6666666666666667,50.0,50.0
cross_lingual,openai,qwen3.5-plus,1,study2_british_within,study2_item_06,6,0.44,medium,en_vs_zh,0.0,0.0,1,0.0,,50,30,1.6666666666666667,50.0,50.0
cross_lingual,openai,qwen3.5-plus,1,study2_british_within,study2_item_07,7,0.28,low,en_vs_zh,0.020294448000613266,0.04000000000000002,1,0.0,,50,30,1.6666666666666667,50.0,50.0
cross_lingual,openai,qwen3.5-plus,1,study2_british_within,study2_item_08,8,0.33,low,en_vs_zh,0.15008486637193497,0.16,1,0.0,0.316227766016838,50,30,1.6666666666666667,50.0,50.0
cross_lingual,openai,qwen3.5-plus,1,study2_british_within,study2_item_09,9,0.48,medium,en_vs_zh,0.265220736549466,0.5800000000000001,0,1.0,0.5,50,30,1.6666666666666667,50.0,50.0
cross_lingual,openai,qwen3.5-plus,1,study2_british_within,study2_item_10,10,0.92,high,en_vs_zh,0.0,0.0,1,0.0,,50,30,1.6666666666666667,50.0,50.0
cross_lingual,openai,qwen3.5-plus,1,study2_british_within,study2_item_11,11,0.56,medium,en_vs_zh,0.6364619458936842,0.8200000000000001,0,1.0,,50,30,1.6666666666666667,50.0,50.0
cross_lingual,openai,qwen3.5-plus,1,study2_british_within,study2_item_12,12,0.3,low,en_vs_zh,0.062764486510794,0.12,1,0.0,,50,30,1.6666666666666667,50.0,50.0
cross_lingual,openai,qwen3.5-plus,1,study2_british_within,study2_item_13,13,0.83,high,en_vs_zh,0.01007286462500093,0.02000000000000001,1,0.0,,50,30,1.6666666666666667,50.0,50.0
cross_lingual,openai,qwen3.5-plus,1,study2_british_within,study2_item_14,14,0.74,high,en_vs_zh,0.0,0.0,1,0.0,,50,30,1.6666666666666667,50.0,50.0
cross_lingual,openai,qwen3.5-plus,1,study2_british_within,study2_item_15,15,0.88,high,en_vs_zh,0.0,0.0,1,0.0,,50,30,1.6666666666666667,50.0,50.0
cross_lingual,openai,qwen3.5-plus,2,study2_british_within,study2_item_03,3,0.36,medium,en_vs_zh,0.051899160321315516,0.09999999999999999,1,0.0,,10,10,1.0,10.0,10.0
cross_lingual,openai,qwen3.5-plus,2,study2_british_within,study2_item_04,4,0.24,low,en_vs_zh,0.0,0.0,1,0.0,,10,10,1.0,10.0,10.0
cross_lingual,openai,qwen3.5-plus,2,study2_british_within,study2_item_09,9,0.48,medium,en_vs_zh,0.030305144839322347,0.19999999999999998,1,0.0,,10,10,1.0,10.0,10.0
cross_lingual,openai,qwen3.5-plus,2,study2_british_within,study2_item_11,11,0.56,medium,en_vs_zh,0.49342260576014463,0.7,0,1.0,,10,10,1.0,10.0,10.0
human_alignment,anthropic,claude-opus-4-6,2,study2_british_within,study2_item_03,3,0.36,medium,en,0.7175985799480668,0.87,0,,0.33107545543815975,8,10,0.8,,
human_alignment,anthropic,claude-opus-4-6,2,study2_british_within,study2_item_04,4,0.24,low,en,0.43617139138716177,0.66,1,,0.6344324016567203,10,10,1.0,,
human_alignment,anthropic,claude-opus-4-6,2,study2_british_within,study2_item_04,4,0.24,low,zh,0.5605218825340386,0.76,1,,0.4633239167994182,10,10,1.0,,
human_alignment,anthropic,claude-opus-4-6,2,study2_british_within,study2_item_09,9,0.48,medium,en,0.3273236044950171,0.52,1,,0.42386058400941934,10,10,1.0,,
human_alignment,anthropic,claude-opus-4-6,2,study2_british_within,study2_item_09,9,0.48,medium,zh,0.3273236044950171,0.52,1,,0.42386058400941934,10,10,1.0,,
human_alignment,anthropic,claude-opus-4-6,2,study2_british_within,study2_item_11,11,0.56,medium,en,0.2653737423509377,0.44,1,,0.4952605565436486,10,10,1.0,,
