scope,metric_family,provider,model,round_index,panel_id,item_id,prompt_language,metric,ci_low,ci_high
aggregate,cross_lingual,openai,mimo-v2-omni,1,study2_british_within,,en_vs_zh,jsd,0.011829779669970448,0.0683093524343303
aggregate,cross_lingual,openai,mimo-v2-omni,1,study2_british_within,,en_vs_zh,tvd,0.02666666666666667,0.16000000000000003
aggregate,cross_lingual,openai,mimo-v2-omni,1,study2_british_within,,en_vs_zh,top1_match,0.8,1.0
aggregate,cross_lingual,openai,mimo-v2-omni,1,study2_british_within,,en_vs_zh,flip_rate,0.0,0.2
aggregate,cross_lingual,openai,mimo-v2-omni,2,study2_british_within,,en_vs_zh,jsd,0.051899160321315516,0.051899160321315516
aggregate,cross_lingual,openai,mimo-v2-omni,2,study2_british_within,,en_vs_zh,tvd,0.09999999999999999,0.09999999999999999
aggregate,cross_lingual,openai,mimo-v2-omni,2,study2_british_within,,en_vs_zh,top1_match,1.0,1.0
aggregate,cross_lingual,openai,mimo-v2-omni,2,study2_british_within,,en_vs_zh,flip_rate,0.0,0.0
aggregate,human_alignment,openai,mimo-v2-omni,1,study2_british_within,,en,jsd,0.23773341973148893,0.45060685004445095
aggregate,human_alignment,openai,mimo-v2-omni,1,study2_british_within,,en,tvd,0.3666,0.6353666666666667
aggregate,human_alignment,openai,mimo-v2-omni,1,study2_british_within,,en,top1_match,0.6,1.0
aggregate,human_alignment,openai,mimo-v2-omni,1,study2_british_within,,zh,jsd,0.2164327821134378,0.40137348584082044
aggregate,human_alignment,openai,mimo-v2-omni,1,study2_british_within,,zh,tvd,0.3392666666666667,0.5740166666666666
aggregate,human_alignment,openai,mimo-v2-omni,1,study2_british_within,,zh,top1_match,0.6666666666666666,1.0
aggregate,human_alignment,openai,mimo-v2-omni,2,study2_british_within,,en,jsd,0.16107696843389682,0.16107696843389682
aggregate,human_alignment,openai,mimo-v2-omni,2,study2_british_within,,en,tvd,0.33999999999999997,0.33999999999999997
aggregate,human_alignment,openai,mimo-v2-omni,2,study2_british_within,,en,top1_match,1.0,1.0
aggregate,human_alignment,openai,mimo-v2-omni,2,study2_british_within,,zh,jsd,0.2653737423509377,0.2653737423509377
aggregate,human_alignment,openai,mimo-v2-omni,2,study2_british_within,,zh,tvd,0.44,0.44
aggregate,human_alignment,openai,mimo-v2-omni,2,study2_british_within,,zh,top1_match,1.0,1.0
item,cross_lingual,openai,mimo-v2-omni,1,study2_british_within,study2_item_01,en_vs_zh,jsd,0.0,0.07380424507879543
item,cross_lingual,openai,mimo-v2-omni,1,study2_british_within,study2_item_01,en_vs_zh,tvd,0.0,0.14
item,cross_lingual,openai,mimo-v2-omni,1,study2_british_within,study2_item_02,en_vs_zh,jsd,0.0700171680481761,0.2685942205393878
item,cross_lingual,openai,mimo-v2-omni,1,study2_british_within,study2_item_02,en_vs_zh,tvd,0.17999999999999997,0.5004999999999995
item,cross_lingual,openai,mimo-v2-omni,1,study2_british_within,study2_item_02,en_vs_zh,spearman,0.7378647873726218,1.0
item,cross_lingual,openai,mimo-v2-omni,1,study2_british_within,study2_item_03,en_vs_zh,jsd,0.14427295346846863,0.3950637046006722
item,cross_lingual,openai,mimo-v2-omni,1,study2_british_within,study2_item_03,en_vs_zh,tvd,0.26,0.58
item,cross_lingual,openai,mimo-v2-omni,1,study2_british_within,study2_item_03,en_vs_zh,spearman,-0.11201012375973385,0.6139569866269083
item,cross_lingual,openai,mimo-v2-omni,1,study2_british_within,study2_item_04,en_vs_zh,jsd,0.053787340109345216,0.23686853207232836
